Código de Ubigeo,DISTRITOS,SIN EDUCACIÓN FORMAL,EDUCACIÓN ESPECIAL INCOMPLETA,EDUCACIÓN ESPECIAL COMPLETA,EDUCACIÓN PRIMARIA INCOMPLETA,EDUCACIÓN PRIMARIA COMPLETA,EDUCACIÓN SECUNDARIA INCOMPLETA,EDUCACIÓN SECUNDARIA COMPLETA,EDUCACIÓN TÉCNICA INCOMPLETA,EDUCACIÓN TÉCNICA COMPLETA,"EDUCACIÓN SUPERIOR (INSTITUTO SUPERIOR, ETC) INCOMPLETA","EDUCACIÓN SUPERIOR (INSTITUTO SUPERIOR, ETC) COMPLETA",EDUCACIÓN UNIVERSITARIA INCOMPLETA,EDUCACIÓN UNIVERSITARIA COMPLETA,GRADO DE BACHILLER,TITULADO,ESTUDIOS DE MAESTRÍA INCOMPLETA,ESTUDIOS DE MAESTRÍA COMPLETA,GRADO DE MAESTRÍA,ESTUDIOS DE DOCTORADO INCOMPLETO,ESTUDIOS DE DOCTORADO COMPLETO,GRADO DE DOCTOR,NO DETERMINADO
080501,YANAOCA, - , - , 967 , - , 930 , 1 000 , 1 941 , 2 162 , 3 776 , - , - , 561 , 4 449 , 2 093 , 1 976 , - , - , - , - , - , - , - 
080503,KUNTURKANKI, - , - , - , - , - , - , 3 177 , 930 , - , - , - , 1 203 , - , - , - , - , - , - , - , - , - , - 
080504,LANGUI, - , - , - , - , 1 860 , - , 2 728 , - , 930 , - , - , - , - , 979 , 1 566 , - , - , - , - , - , - , - 
080505,LAYO, - , - , - , - , - , 1 734 , 3 746 , 3 043 , 1 677 , - , 1 056 , - , 3 146 , - , - , - , - , - , - , - , - , - 
080507,QUEHUE, - , - , - , - , - , - , 1 860 , - , 3 430 , 2 500 , - , - , - , - , - , - , - , - , - , - , - , - 
080601,SICUANI, 2 672 , 3 537 , 1 567 , 918 , 3 474 , 3 055 , 4 254 , 3 566 , 4 980 , 3 752 , 6 949 , 5 444 , 6 952 , 8 368 , 6 819 , 4 397 , 3 952 , 7 156 , - , 1 000 , 2 080 , 1 976 
080602,CHECACUPE, - , - , - , - , - , 1 023 , - , - , - , - , 1 250 , - , - , 986 , - , - , - , - , - , - , - , - 
080603,COMBAPATA, 930 , - , - , - , 1 860 , - , 2 552 , - , 4 119 , 4 204 , 8 249 , - , 9 002 , 10 178 , 9 260 , - , - , 2 082 , - , - , - , - 
080604,MARANGANI, - , - , - , - , - , - , 1 449 , - , 2 865 , 1 600 , 1 006 , 3 000 , 893 , - , 5 405 , - , - , - , - , - , - , - 
080605,PITUMARCA, - , - , - , - , - , - , 1 017 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
080606,SAN PABLO, - , - , - , - , - , 930 , - , - , 930 , 930 , - , - , - , - , - , - , - , - , - , - , - , - 
080607,SAN PEDRO, - , - , - , - , - , - , - , - , 1 525 , 930 , - , 1 023 , 2 046 , - , - , - , - , - , - , - , - , - 
080608,TINTA, - , - , - , - , - , - , - , - , 930 , - , - , - , 930 , - , - , - , - , - , - , - , - , - 
080701,SANTO TOMAS, - , 1 293 , 1 000 , - , 930 , 2 790 , 4 006 , 2 630 , 3 516 , 4 011 , 7 850 , 2 916 , 7 919 , 3 949 , 11 729 , - , - , - , - , - , - , - 
080702,CAPACMARCA, - , - , - , 1 205 , 2 350 , - , 5 302 , 2 241 , 7 912 , 3 515 , - , 4 168 , 13 425 , 4 300 , 16 543 , - , - , - , - , - , - , 2 760 
080703,CHAMACA, - , - , - , - , - , 1 082 , 5 612 , 4 704 , 3 640 , 3 010 , 4 044 , 6 880 , 10 300 , 3 319 , 3 322 , - , - , - , - , 7 625 , - , - 
080704,COLQUEMARCA, 1 950 , - , - , 1 149 , 2 288 , 2 840 , 3 279 , - , 2 167 , 930 , - , 1 969 , 2 454 , 1 500 , 3 000 , - , - , - , - , - , - , - 
080705,LIVITACA, 2 687 , - , - , - , 3 299 , 4 078 , 5 116 , 2 777 , 6 175 , 5 356 , 4 824 , 5 647 , 11 822 , 16 233 , 8 555 , - , - , - , - , - , - , 1 163 
080706,LLUSCO, - , - , - , - , - , - , 5 494 , 1 666 , 5 231 , 2 921 , 3 935 , 2 068 , 6 121 , 6 250 , 8 541 , - , - , - , - , - , - , - 
080707,QUIÑOTA, - , - , - , - , 1 817 , 1 993 , 6 671 , 4 609 , 5 353 , 2 941 , 3 562 , 3 528 , 13 905 , 6 049 , 14 428 , - , - , - , - , - , - , - 
080708,VELILLE, 5 475 , 7 044 , 2 534 , 930 , 5 396 , 7 141 , 9 279 , 14 539 , 16 392 , 26 496 , 12 310 , 10 029 , 22 074 , 22 978 , 27 470 , 29 287 , 16 323 , 81 635 , - , - , - , 9 100 
080801,ESPINAR, 7 925 , 5 961 , 4 881 , 3 666 , 7 856 , 4 057 , 7 130 , 6 964 , 8 198 , 14 110 , 7 340 , 7 724 , 12 971 , 15 842 , 22 769 , 18 600 , 15 903 , 32 334 , 4 093 , 11 153 , - , 7 456 
080802,CONDOROMA, - , - , - , - , 1 769 , 1 810 , 1 943 , 1 667 , 3 384 , 3 193 , 2 383 , 1 256 , 3 700 , - , 3 318 , - , - , - , - , - , - , - 
080803,COPORAQUE, - , - , - , - , - , - , 5 194 , - , 2 584 , 3 200 , - , - , 10 608 , - , 4 617 , - , - , - , - , - , - , - 
080804,OCORURO, 2 217 , - , - , - , 1 963 , 1 093 , 5 119 , 2 093 , 5 554 , - , - , 10 000 , 7 512 , - , - , - , - , - , - , - , - , 1 661 
080805,PALLPATA, - , - , - , - , 930 , 1 210 , 3 796 , 1 282 , 5 036 , 2 467 , - , 1 618 , 3 701 , - , 11 795 , - , - , - , - , - , - , 1 200 
080806,PICHIGUA, 1 315 , - , - , - , - , - , - , - , 3 705 , 1 249 , - , - , 2 380 , - , 1 549 , - , - , - , - , - , - , - 
080807,SUYCKUTAMBO 3/, 6 254 , 2 059 , 2 013 , 1 746 , 1 689 , 1 795 , 5 727 , 3 167 , 5 866 , 4 244 , - , - , 8 965 , 7 506 , 10 386 , - , - , 7 350 , - , - , - , - 
080901,SANTA ANA, 3 556 , 2 316 , 1 001 , 926 , 4 017 , 3 534 , 3 611 , 4 361 , 3 955 , 3 618 , 6 975 , 6 526 , 6 395 , 8 805 , 8 402 , 7 081 , 4 507 , 4 753 , - , 4 476 , 4 197 , 1 909 
080902,ECHARATE, - , - , - , 930 , 2 243 , 5 314 , 9 016 , 4 315 , 8 918 , 6 437 , 11 841 , 2 428 , 16 486 , 14 238 , 13 607 , - , - , - , - , - , - , 3 160 
080903,HUAYOPATA /1, 930 , - , - , - , - , - , 2 785 , 951 , 1 934 , 1 938 , - , - , - , - , - , - , - , - , - , - , - , - 
080904,MARANURA, 3 020 , - , - , - , - , 921 , 5 125 , 1 015 , 6 564 , - , - , 1 795 , 7 795 , 6 686 , 14 866 , - , - , - , - , - , - , - 
080905,OCOBAMBA /2, - , - , - , - , - , - , 1 429 , - , 1 588 , - , - , - , - , - , - , - , - , - , - , - , - , - 
080906,QUELLOUNO, - , - , - , - , - , - , 2 788 , 2 851 , 2 995 , 4 930 , 3 167 , 1 359 , 11 996 , 9 471 , 13 652 , - , 10 093 , - , - , - , - , - 
080907,KIMBIRI, 3 247 , - , 1 350 , - , 930 , 1 204 , 5 377 , 2 976 , 7 748 , 3 000 , 4 269 , 2 514 , 3 009 , 1 794 , 5 653 , - , - , - , - , - , - , - 
080908,SANTA TERESA, - , - , - , 1 173 , 1 098 , 1 401 , 4 560 , 2 029 , 4 224 , 3 763 , 2 541 , 3 012 , 3 761 , 3 592 , 4 923 , - , - , - , - , - , - , - 
080909,VILCABAMBA, - , - , - , - , - , - , 2 807 , 888 , 3 217 , 1 088 , - , - , 2 256 , - , - , - , - , - , - , - , - , - 
080910,PICHARI, 930 , - , - , 1 677 , 3 089 , 3 716 , 3 985 , 4 448 , 5 159 , 3 936 , 5 885 , 3 498 , 5 785 , 14 496 , 10 753 , 2 500 , - , - , - , - , - , - 
080911,  INKAWASI, - , - , - , - , 1 546 , 1 558 , 1 274 , 1 993 , 7 866 , 932 , 6 983 , 1 430 , - , - , - , - , - , - , - , - , - , 930 
080912,VILLA VIRGE, - , - , - , - , - , - , 1 526 , - , 1 107 , - , - , - , - , - , - , - , - , - , - , - , - , - 
080913,VILLA KINTIARINA, - , - , - , - , - , - , - , 1 919 , - , - , - , - , 1 000 , - , - , - , - , - , - , - , - , - 
080914,MEGANTONI, - , - , - , 2 077 , 3 473 , 5 778 , 5 877 , 2 721 , 20 610 , 10 942 , 36 201 , 8 185 , 32 949 , 35 653 , 40 552 , - , 18 543 , 6 254 , - , 4 059 , - , - 
081001,PARURO, - , 930 , 1 000 , 1 172 , 2 027 , 3 031 , 2 091 , 1 860 , 4 911 , 3 225 , 4 297 , 9 686 , 4 361 , 3 216 , 6 121 , - , - , - , - , - , - , 465 
081002,ACCHA, - , - , - , - , - , 1 758 , 1 547 , - , 6 396 , 2 528 , - , 3 100 , - , - , 6 493 , - , - , - , - , - , - , - 
081003,CCAPI, - , - , - , - , - , - , 10 005 , 930 , - , - , 2 347 , 1 477 , 9 886 , - , - , - , - , - , - , - , - , - 
081005,HUANOQUITE, - , - , - , - , - , 1 023 , - , - , - , 2 593 , - , - , - , - , - , - , - , - , - , - , - , - 
081007,PACCARITAMBO, - , - , - , - , - , - , 5 463 , - , 6 285 , 930 , - , 1 000 , 4 462 , - , - , - , - , - , - , - , - , - 
081008,PILLPINTO, - , - , - , - , - , - , 930 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
081009,YAURISQUE, - , - , - , - , - , - , - , - , - , - , - , - , - , 5 051 , - , - , - , - , - , - , - , - 
081101,PAUCARTAMBO, - , - , - , - , - , 3 844 , 4 652 , 1 838 , 6 738 , 4 444 , 3 697 , 6 655 , 12 873 , 6 183 , 12 864 , - , - , - , - , - , - , - 
081102,CAICAY, - , - , - , - , - , - , 1 167 , - , 1 166 , - , - , - , - , - , - , - , - , - , - , - , - , - 
081103,CHALLABAMBA, - , - , - , - , - , 930 , 1 877 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 500 
081104,COLQUEPATA, - , - , - , - , - , - , 2 022 , - , 1 727 , - , - , - , - , - , - , - , - , - , - , - , - , - 
081105,HUANCARANI, 1 178 , - , - , - , - , - , 1 378 , 1 000 , 4 611 , - , 4 289 , 1 498 , - , 2 045 , 1 806 , - , - , - , - , - , - , - 
081106,KOSÑIPATA, 996 , - , - , 1 023 , - , 1 105 , 2 004 , 1 964 , 2 398 , 939 , 930 , 1 979 , 930 , 2 314 , 1 418 , 1 326 , 1 326 , 1 015 , - , - , - , 1 860 
081201,URCOS, 930 , - , - , 1 092 , 930 , 2 182 , 3 490 , 2 736 , 4 397 , 2 769 , 5 240 , 5 591 , 6 823 , 8 476 , 7 437 , - , 1 624 , 7 580 , - , - , - , 1 645 
081202,ANDAHUAYLILLAS, 1 921 , - , - , 1 957 , 2 122 , 1 465 , 4 305 , 2 838 , 5 100 , 2 594 , 5 702 , 3 407 , 5 562 , 4 583 , 7 096 , 2 593 , 5 579 , 2 101 , - , 1 850 , - , 930 
081203,CAMANTI, 1 224 , - , 2 000 , 2 259 , 4 321 , 3 788 , 7 141 , 3 616 , 12 068 , 4 252 , 5 328 , 15 377 , 18 455 , - , 12 184 , - , 14 000 , - , - , - , - , 5 230 
081204,CCARHUAYO, - , - , - , - , - , 930 , 2 795 , 930 , - , 930 , - , - , - , - , - , - , - , - , - , - , - , - 
081205,CCATCA, - , - , - , - , - , - , 1 896 , - , 930 , 2 375 , - , - , 1 735 , - , - , - , - , - , - , - , - , - 
081206,CUSIPATA, 1 467 , - , - , - , 1 217 , 2 667 , 2 208 , - , 1 293 , - , 2 188 , - , - , 1 683 , 3 553 , - , - , - , - , - , - , - 
081207,HUARO, - , - , - , - , - , - , 1 120 , - , 930 , 930 , - , 1 000 , 1 500 , - , - , - , - , - , - , - , - , - 
081208,LUCRE, 500 , - , - , - , - , 2 051 , 2 157 , 1 132 , 2 224 , 2 217 , - , 4 466 , 3 446 , 1 048 , 1 723 , - , - , - , 1 300 , - , - , 930 
081209,MARCAPATA, 1 000 , - , - , - , - , - , 3 720 , - , 3 774 , 500 , 1 767 , - , - , - , - , - , - , - , - , - , - , - 
081210,OCONGATE, 1 860 , - , - , - , - , 1 364 , 2 143 , 1 942 , 1 756 , 1 298 , 2 469 , 2 181 , 3 773 , 8 617 , 3 971 , - , - , - , - , - , - , - 
081211,OROPESA, 2 151 , - , - , 1 200 , 2 537 , 4 318 , 4 032 , 4 294 , 6 256 , 3 099 , 4 309 , 3 844 , 6 645 , 7 932 , 5 696 , - , 1 557 , - , - , - , - , 2 994 
081212,QUIQUIJANA, - , - , - , - , - , - , - , 1 921 , - , 814 , - , - , - , - , - , - , - , - , - , - , - , - 
081301,URUBAMBA, 930 , 915 , 1 200 , 2 393 , 3 413 , 3 082 , 4 322 , 3 631 , 7 706 , 4 274 , 5 619 , 4 067 , 6 437 , 8 152 , 8 270 , - , 54 433 , 3 000 , - , 14 039 , - , 1 865 
081302,CHINCHERO, 2 259 , - , 2 140 , - , 2 658 , 5 479 , 6 166 , 4 477 , 7 806 , 4 307 , 6 020 , 6 213 , 18 406 , 7 415 , 188 098 , - , - , 930 , - , - , - , - 
081303,HUAYLLABAMBA, - , 1 798 , - , 3 347 , - , 2 064 , 5 008 , 2 944 , 6 730 , 5 654 , 5 056 , 4 509 , 8 023 , 8 613 , 15 399 , 2 525 , 15 170 , 2 000 , - , - , - , 964 
081304,MACHUPICCHU, 1 749 , - , 930 , 716 , 2 008 , 3 430 , 5 132 , 4 525 , 5 231 , 4 364 , 3 471 , 5 248 , 6 354 , 6 268 , 11 817 , - , 17 236 , 7 104 , - , - , - , 6 069 
081305,MARAS, - , - , - , 1 023 , 1 177 , 1 110 , 3 937 , 1 448 , 2 832 , - , 2 998 , 1 259 , 2 843 , - , 5 772 , - , - , - , - , - , - , 1 264 
081306,OLLANTAYTAMBO, 5 906 , - , - , 1 255 , 1 584 , 3 971 , 4 578 , 4 961 , 5 873 , 4 829 , 7 801 , 7 349 , 11 344 , 6 279 , 6 315 , - , - , 9 110 , - , - , - , 3 162 
081307,YUCAY, 465 , - , - , - , 1 289 , 1 248 , 3 801 , 4 504 , 3 459 , 3 448 , 3 865 , 4 186 , 4 767 , 3 520 , 2 953 , - , - , - , - , 930 , - , 930 
090101,HUANCAVELICA, 3 625 , - , 1 876 , 2 494 , 3 401 , 4 223 , 3 715 , 2 883 , 4 282 , 3 156 , 5 390 , 4 583 , 5 286 , 7 128 , 6 763 , - , 6 206 , 10 412 , - , - , - , 2 302 
090102,ACOBAMBILLA, - , - , - , - , - , - , 1 730 , - , 4 264 , - , 1 590 , - , - , - , 6 733 , - , - , - , - , - , - , - 
090103,ACORIA, 1 156 , - , - , 988 , - , 2 964 , 2 551 , 1 712 , 3 066 , - , 1 393 , - , 2 000 , - , - , - , - , - , - , - , - , - 
090105,CUENCA, - , - , - , - , - , - , - , 930 , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
090106,HUACHOCOLPA, 2 252 , - , 1 627 , 3 027 , 5 577 , 2 182 , 5 627 , 3 502 , 6 522 , 3 639 , 2 964 , 4 640 , 13 473 , 10 308 , 20 057 , 16 317 , 34 168 , - , - , - , 22 500 , 9 194 
090107,HUAYLLAHUARA, - , - , - , - , - , 949 , - , 949 , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
090108,IZCUCHACA, - , - , - , 912 , 1 850 , 927 , 2 895 , - , 2 888 , - , - , 1 926 , 1 249 , - , - , - , - , - , - , - , - , - 
090111,MARISCAL CACERES, - , - , - , - , - , - , 2 098 , - , - , - , - , - , - , - , 1 836 , - , - , - , - , - , - , - 
090114,PALCA, - , - , - , - , - , - , 1 000 , - , 2 520 , - , - , 600 , 6 160 , - , - , - , - , - , - , - , - , - 
090117,YAULI, - , - , - , 1 073 , 3 269 , 1 073 , 2 783 , 1 073 , 3 924 , 1 300 , 1 361 , 2 365 , 6 378 , 930 , 2 093 , - , - , - , - , - , - , - 
090118,ASCENSION, 1 147 , - , 3 064 , 2 593 , 4 287 , 4 472 , 4 460 , 5 533 , 3 978 , 3 550 , 2 445 , 4 545 , 5 859 , 4 864 , 5 178 , 968 , - , 3 156 , - , - , - , - 
090119,HUANDO, - , - , - , - , 497 , - , 1 745 , - , 2 065 , 694 , 1 393 , 981 , 5 731 , - , 2 093 , - , - , - , - , - , - , - 
090201,ACOBAMBA, 930 , - , - , - , - , 2 639 , 3 539 , 2 166 , 3 907 , 2 036 , 4 188 , 3 298 , 10 525 , 8 914 , 10 648 , - , - , - , - , - , - , - 
090202,ANDABAMBA, - , - , - , - , 1 485 , - , 3 609 , - , - , - , - , - , 1 541 , 1 178 , 3 300 , - , - , - , - , - , - , - 
090203,ANTA, - , - , - , - , - , - , 1 023 , - , - , - , - , - , - , - , 930 , - , - , - , - , - , - , - 
090205,MARCAS, - , - , - , - , - , 630 , 1 460 , - , 630 , - , - , - , - , - , - , - , - , - , - , - , - , - 
090206,PAUCARA, 1 678 , - , - , 1 325 , 930 , 1 083 , 3 395 , 1 192 , 4 286 , 1 302 , 3 452 , 2 580 , 3 010 , 3 146 , 3 116 , - , - , - , - , - , - , - 
090207,POMACOCHA, - , - , - , - , - , - , - , - , 2 004 , - , - , 930 , 1 300 , - , - , - , - , - , - , - , - , - 
090208,ROSARIO, - , - , - , - , 1 680 , - , 2 851 , - , - , - , - , - , - , - , 1 936 , - , - , - , - , - , - , - 
090301,LIRCAY, 1 590 , - , 930 , 2 786 , 2 784 , 2 434 , 4 504 , 4 834 , 4 906 , 3 024 , 5 548 , 3 414 , 6 688 , 6 288 , 8 086 , 4 375 , 4 128 , 8 676 , - , 4 092 , - , 3 942 
090302,ANCHONGA, - , - , - , 3 535 , 3 709 , 3 499 , 7 900 , 3 288 , 9 854 , - , 8 076 , 9 605 , 22 286 , 22 624 , 29 253 , - , 14 961 , - , - , - , - , 13 732 
090303,CALLANMARCA, - , - , - , - , - , - , 2 593 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
090304,CCOCHACCASA, - , - , - , 2 070 , 4 079 , 3 685 , 6 380 , 3 265 , 4 258 , 4 760 , 3 467 , 2 165 , 12 454 , 5 679 , 12 310 , - , - , - , - , - , - , 3 891 
090306,CONGALLA, - , - , - , 1 143 , 1 245 , 2 529 , 1 343 , 1 413 , 1 331 , - , - , - , - , - , - , - , - , - , - , - , - , - 
090309,JULCAMARCA, - , - , - , - , - , - , 2 748 , 1 236 , 848 , - , - , - , - , - , - , - , - , - , - , - , - , - 
090310,SAN ANTONIO DE ANTAPARCO, - , - , - , - , - , - , - , 1 869 , - , 1 891 , - , - , - , - , - , - , - , - , - , - , - , - 
090312,SECCLLA, - , - , - , 2 196 , 1 000 , 983 , - , - , 1 919 , - , 3 300 , - , 3 242 , - , - , - , - , - , - , - , - , - 
090401,CASTROVIRREYNA, - , 2 520 , - , - , - , - , 4 466 , - , 3 061 , - , - , 2 671 , 10 662 , - , 9 852 , - , - , - , - , - , - , - 
090402,ARMA, - , - , - , - , - , - , 1 620 , - , 2 528 , - , 1 023 , - , - , - , - , - , - , - , - , - , - , - 
090403,AURAHUA, - , - , - , - , - , - , 930 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
090406,COCAS, 930 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
090411,SANTA ANA, - , - , - , 1 239 , 1 113 , 2 386 , 5 279 , 4 512 , 8 857 , 3 298 , 9 791 , 9 996 , 12 397 , 5 658 , 9 665 , - , - , - , - , - , - , - 
090412,TANTARA, - , - , - , 1 500 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
090413,TICRAPO, - , - , - , - , 2 084 , 1 576 , 3 421 , - , 2 672 , - , - , - , - , - , 2 401 , - , - , - , - , - , - , - 
090501,CHURCAMPA, 4 073 , - , - , 6 873 , 4 988 , 3 601 , 6 115 , 3 507 , 9 067 , 3 738 , 9 352 , 5 116 , 8 912 , 8 107 , 17 961 , - , - , 11 025 , - , - , - , 3 796 
090502,ANCO, - , - , - , - , - , - , 2 323 , - , 1 393 , 1 300 , 1 393 , - , 1 931 , - , - , - , - , - , - , - , - , - 
090503,CHINCHIHUASI, - , - , - , - , - , - , - , - , 930 , - , - , - , - , - , 933 , - , - , - , - , - , - , - 
090504,EL CARMEN, - , - , - , - , - , - , 1 892 , - , 2 393 , - , 1 300 , - , - , - , 2 093 , - , - , - , - , - , - , - 
090507,PAUCARBAMBA, - , - , - , - , - , - , 713 , 930 , - , 496 , 1 347 , 1 000 , 2 500 , - , - , - , - , - , - , - , - , - 
090508,SAN MIGUEL DE MAYOCC, - , - , - , - , - , - , - , - , 930 , - , - , - , - , - , - , - , - , - , - , - , - , - 
090509,SAN PEDRO DE CORIS, 930 , - , - , 2 081 , 2 104 , 1 950 , 4 529 , 2 068 , 7 448 , 4 228 , 3 798 , 2 975 , 9 391 , 8 936 , 12 039 , - , - , 5 530 , - , - , - , 2 404 
090511,COSME, - , - , - , 1 209 , 1 488 , 791 , 2 698 , - , - , 1 200 , - , 543 , 930 , - , - , - , - , - , - , - , - , - 
090601,HUAYTARA, - , - , - , - , 2 573 , 1 215 , 6 398 , 5 640 , 7 120 , 3 599 , 5 258 , 3 878 , 14 179 , 5 276 , 8 714 , - , - , 13 821 , - , - , - , 930 
090603,CORDOVA, - , - , - , - , - , - , 2 930 , 1 338 , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
090604,HUAYACUNDO ARMA, - , - , - , - , - , - , 1 491 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
090605,LARAMARCA, - , - , - , - , - , 2 706 , 6 260 , - , - , - , - , - , - , - , 6 349 , - , - , - , - , - , - , - 
090606,OCOYO, 4 500 , - , - , - , 1 000 , 2 585 , 3 935 , 2 954 , 9 535 , 3 285 , 2 542 , 4 098 , 12 397 , 10 304 , 26 726 , - , 8 126 , - , - , - , - , - 
090607,PILPICHACA, - , - , - , - , 1 596 , 1 485 , 5 119 , 1 475 , 4 205 , 930 , - , 1 771 , 6 764 , - , 7 091 , - , - , - , - , - , - , - 
090608,QUERCO, - , - , - , - , - , - , 6 040 , 7 830 , 6 930 , - , - , - , - , - , 6 523 , - , - , - , - , - , - , - 
090611,SAN FRANCISCO DE SANGAYAICO, - , - , - , - , - , - , 3 125 , - , - , 1 300 , - , - , - , - , - , - , - , - , - , - , - , - 
090613,SANTIAGO DE CHOCORVOS, - , - , - , - , - , 3 500 , 4 170 , - , 5 000 , - , - , - , 6 829 , - , - , - , - , - , - , - , - , - 
090616,TAMBO, - , - , - , - , - , 1 775 , 3 304 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
090701,PAMPAS, - , 930 , - , - , 2 899 , 1 999 , 4 209 , 2 132 , 4 837 , 1 023 , 6 409 , 2 131 , 6 917 , 6 589 , 11 939 , - , 930 , - , - , - , - , - 
090702,ACOSTAMBO, - , - , - , - , - , - , 2 398 , - , 1 106 , - , - , 930 , 4 514 , - , 1 023 , - , - , - , - , - , - , - 
090703,ACRAQUIA, - , - , - , - , 930 , - , 3 261 , - , - , - , - , - , 3 974 , - , - , - , - , - , - , - , - , - 
090704,AHUAYCHA, 3 643 , - , - , - , - , - , 1 436 , 3 898 , 1 239 , - , - , 5 554 , 2 251 , - , 5 000 , - , - , - , - , - , - , - 
090705,COLCABAMBA, - , - , - , - , 3 118 , 2 198 , 2 895 , 801 , 4 862 , 856 , 5 367 , 3 983 , 5 661 , 6 276 , 11 299 , 5 797 , - , - , - , - , - , - 
090706,DANIEL HERNANDEZ, 1 860 , - , - , - , - , - , 3 514 , 2 273 , 930 , - , - , - , 930 , - , 930 , - , - , - , - , - , - , - 
090707,HUACHOCOLPA, - , - , - , - , - , - , 930 , - , - , - , - , 930 , - , - , - , - , - , - , - , - , - , - 
090708,#N/A, - , - , - , - , - , - , - , - , - , - , - , - , - , - , 18 343 , - , - , - , - , - , - , - 
090711,PAZOS, - , - , 502 , - , - , - , 3 354 , - , 2 781 , - , - , - , 2 700 , 4 071 , - , - , - , - , - , - , - , - 
090713,QUISHUAR, - , - , - , - , 1 622 , 1 281 , 1 168 , - , 1 437 , - , - , - , - , - , - , - , - , - , - , - , - , - 
090714,SALCABAMBA, - , - , - , - , 1 155 , 1 304 , 2 899 , 1 488 , 1 978 , 2 393 , - , 1 500 , 2 666 , - , 1 001 , - , - , - , - , - , - , - 
090715,SALCAHUASI, - , - , - , - , - , - , - , - , - , - , - , - , 51 815 , - , - , - , - , - , - , - , - , - 
090716,SAN MARCOS DE ROCCHAC, - , - , - , - , - , - , 2 493 , - , - , - , - , - , - , 1 600 , - , - , - , - , - , - , - , - 
090717,SURCUBAMBA, - , - , - , - , - , - , 1 827 , 2 180 , 1 562 , - , - , - , 1 224 , - , - , - , - , - , - , - , - , - 
090718,TINTAY PUNCU, - , - , - , - , - , - , - , - , - , 930 , - , - , - , - , - , - , - , - , - , - , - , - 
090719,QUICHUAS, - , - , - , - , 969 , - , - , 969 , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
090720,ANDAYMARCA, - , - , - , 1 686 , 1 622 , 3 120 , 1 766 , - , - , 2 173 , 4 782 , - , 1 771 , - , - , - , - , - , - , - , - , - 
090722,PICHOS, - , - , - , - , - , 930 , 1 860 , 930 , 930 , - , - , - , - , - , - , - , - , - , - , - , - , - 
100101,HUANUCO, 7 750 , 2 996 , 4 919 , 4 107 , 4 372 , 4 005 , 4 372 , 4 088 , 4 218 , 4 359 , 5 003 , 4 177 , 6 173 , 6 630 , 8 459 , 8 200 , 7 277 , 6 356 , 6 831 , 8 223 , 10 785 , 2 877 
100102,AMARILIS, 3 538 , 1 961 , 3 123 , 4 495 , 3 545 , 3 719 , 3 878 , 3 550 , 3 769 , 3 508 , 4 714 , 3 981 , 4 581 , 4 501 , 4 698 , 5 123 , 2 575 , 4 435 , 1 440 , 1 578 , 2 968 , 4 243 
100103,CHINCHAO, - , - , - , 2 016 , 1 359 , 930 , 3 663 , 2 581 , 3 468 , 3 227 , 3 993 , 3 077 , 2 011 , 1 023 , 5 881 , - , - , - , - , - , - , 930 
100104,CHURUBAMBA, - , - , - , - , 930 , 930 , 1 860 , - , 930 , 930 , - , 1 012 , 1 907 , - , 2 266 , - , - , - , - , - , - , - 
100105,MARGOS, - , - , - , - , - , - , - , - , - , - , 1 323 , - , - , - , - , - , - , - , - , - , - , - 
100106,QUISQUI, - , - , - , - , - , - , 3 213 , - , 4 810 , - , - , 930 , 14 456 , - , - , - , - , - , - , - , - , - 
100107,SAN FRANCISCO DE CAYRAN, - , - , - , - , - , - , 1 023 , - , 1 023 , - , 2 008 , - , 1 663 , - , 1 663 , - , - , - , - , - , - , - 
100108,SAN PEDRO DE CHAULAN, - , - , - , - , - , 833 , 947 , 1 074 , - , - , 1 323 , - , - , - , - , - , - , - , - , - , - , - 
100109,SANTA MARIA DEL VALLE, - , - , - , - , 1 189 , 1 953 , 4 395 , 4 114 , 4 211 , 837 , 2 487 , 4 407 , 2 267 , 1 360 , 1 932 , - , - , 930 , - , - , - , - 
100111,PILLCO MARCA, 2 908 , - , 1 149 , 2 836 , 3 072 , 3 216 , 3 973 , 3 486 , 3 892 , 3 319 , 4 436 , 3 188 , 3 761 , 4 372 , 4 126 , 4 893 , 4 372 , - , 930 , - , - , 1 975 
100112,#N/A, - , - , - , - , - , - , - , - , - , - , 1 323 , - , - , - , 2 723 , - , - , - , - , - , - , - 
100113,SAN PABLO DE PILLAO, 4 120 , - , - , 2 017 , 3 464 , 2 160 , 3 175 , 2 388 , 3 987 , 3 000 , - , - , - , - , - , - , - , - , - , 715 , - , - 
